Clip Index,Tag ID,Tag Time,Video Start (s),Clip Duration (s),Eject Time (s),Hold Time (s),Retract Time (s),Detected During Retract,Output File,Status
239,0,2026-04-28 08:10:39,50602.5,16.0,2.0,10.0,3.0,No,possible_feed_clips\bee_0\bee_0_feed_0239.mp4,Saved
240,0,2026-04-28 08:12:01,50684.5,16.0,1.0,10.0,4.0,No,possible_feed_clips\bee_0\bee_0_feed_0240.mp4,Saved
241,0,2026-04-28 08:12:38,50721.5,16.0,1.0,10.0,4.0,No,possible_feed_clips\bee_0\bee_0_feed_0241.mp4,Saved
242,0,2026-04-28 08:13:17,50760.5,16.0,1.0,10.0,4.0,No,possible_feed_clips\bee_0\bee_0_feed_0242.mp4,Saved
243,0,2026-04-28 08:14:06,50809.5,15.0,1.0,10.0,3.0,No,possible_feed_clips\bee_0\bee_0_feed_0243.mp4,Saved
244,0,2026-04-28 08:15:21,50884.5,15.0,1.0,10.0,3.0,No,possible_feed_clips\bee_0\bee_0_feed_0244.mp4,Saved
245,0,2026-04-28 08:15:48,50911.5,16.0,1.0,10.0,4.0,No,possible_feed_clips\bee_0\bee_0_feed_0245.mp4,Saved
246,0,2026-04-28 08:35:20,52083.5,16.0,1.0,10.0,4.0,No,possible_feed_clips\bee_0\bee_0_feed_0246.mp4,Saved
247,0,2026-04-28 08:36:06,52129.5,16.0,1.0,10.0,4.0,No,possible_feed_clips\bee_0\bee_0_feed_0247.mp4,Saved
248,0,2026-04-28 08:37:56,52239.5,16.0,2.0,10.0,3.0,No,possible_feed_clips\bee_0\bee_0_feed_0248.mp4,Saved
249,0,2026-04-28 08:42:20,52503.5,16.0,2.0,10.0,3.0,No,possible_feed_clips\bee_0\bee_0_feed_0249.mp4,Saved
250,0,2026-04-28 08:44:07,52610.5,16.0,1.0,10.0,4.0,No,possible_feed_clips\bee_0\bee_0_feed_0250.mp4,Saved
251,0,2026-04-28 08:44:38,52641.5,15.0,1.0,10.0,3.0,No,possible_feed_clips\bee_0\bee_0_feed_0251.mp4,Saved
252,0,2026-04-28 08:45:36,52699.5,17.0,2.0,10.0,4.0,No,possible_feed_clips\bee_0\bee_0_feed_0252.mp4,Saved
253,0,2026-04-28 08:47:19,52802.5,15.0,1.0,10.0,3.0,No,possible_feed_clips\bee_0\bee_0_feed_0253.mp4,Saved
254,0,2026-04-28 08:47:33,,,0.0,0.0,0.0,Yes,,Skipped: zero duration
255,0,2026-04-28 08:47:35,52818.5,18.0,3.0,10.0,4.0,No,possible_feed_clips\bee_0\bee_0_feed_0255.mp4,Saved
256,0,2026-04-28 08:48:15,52858.5,15.0,1.0,10.0,3.0,No,possible_feed_clips\bee_0\bee_0_feed_0256.mp4,Saved
257,0,2026-04-28 09:02:01,53684.5,16.0,1.0,10.0,4.0,No,possible_feed_clips\bee_0\bee_0_feed_0257.mp4,Saved
258,0,2026-04-28 09:03:22,53765.5,16.0,1.0,10.0,4.0,No,possible_feed_clips\bee_0\bee_0_feed_0258.mp4,Saved
259,0,2026-04-28 09:04:46,53849.5,14.0,1.0,10.0,2.0,No,possible_feed_clips\bee_0\bee_0_feed_0259.mp4,Saved
260,0,2026-04-28 09:04:59,,,0.0,0.0,0.0,Yes,,Skipped: zero duration
261,0,2026-04-28 09:05:14,53877.5,15.0,0.0,11.0,3.0,No,possible_feed_clips\bee_0\bee_0_feed_0261.mp4,Saved
262,0,2026-04-28 09:05:44,53907.5,16.0,1.0,10.0,4.0,No,possible_feed_clips\bee_0\bee_0_feed_0262.mp4,Saved
263,0,2026-04-28 09:09:20,54123.5,16.0,1.0,10.0,4.0,No,possible_feed_clips\bee_0\bee_0_feed_0263.mp4,Saved
264,0,2026-04-28 09:15:05,54468.5,15.0,1.0,10.0,3.0,No,possible_feed_clips\bee_0\bee_0_feed_0264.mp4,Saved
265,0,2026-04-28 09:15:56,54519.5,16.0,1.0,10.0,4.0,No,possible_feed_clips\bee_0\bee_0_feed_0265.mp4,Saved
266,0,2026-04-28 09:23:27,54970.5,17.0,2.0,10.0,4.0,No,possible_feed_clips\bee_0\bee_0_feed_0266.mp4,Saved
267,0,2026-04-28 09:23:55,54998.5,17.0,2.0,10.0,4.0,No,possible_feed_clips\bee_0\bee_0_feed_0267.mp4,Saved
268,0,2026-04-28 09:24:11,,,0.0,0.0,0.0,Yes,,Skipped: zero duration
269,0,2026-04-28 09:24:12,55015.5,18.0,3.0,10.0,4.0,No,possible_feed_clips\bee_0\bee_0_feed_0269.mp4,Saved
270,0,2026-04-28 09:26:31,55154.5,15.0,1.0,10.0,3.0,No,possible_feed_clips\bee_0\bee_0_feed_0270.mp4,Saved
271,0,2026-04-28 09:39:24,55927.5,15.0,0.0,10.0,4.0,No,possible_feed_clips\bee_0\bee_0_feed_0271.mp4,Saved
272,0,2026-04-28 09:40:06,55969.5,16.0,1.0,10.0,4.0,No,possible_feed_clips\bee_0\bee_0_feed_0272.mp4,Saved
273,0,2026-04-28 09:40:32,55995.5,16.0,1.0,10.0,4.0,No,possible_feed_clips\bee_0\bee_0_feed_0273.mp4,Saved
274,0,2026-04-28 09:57:53,57036.5,16.0,2.0,10.0,3.0,No,possible_feed_clips\bee_0\bee_0_feed_0274.mp4,Saved
275,0,2026-04-28 10:00:34,57197.5,16.0,1.0,10.0,4.0,No,possible_feed_clips\bee_0\bee_0_feed_0275.mp4,Saved
276,0,2026-04-28 10:02:13,57296.5,16.0,1.0,10.0,4.0,No,possible_feed_clips\bee_0\bee_0_feed_0276.mp4,Saved
277,0,2026-04-28 10:56:21,60544.5,17.0,2.0,10.0,4.0,No,possible_feed_clips\bee_0\bee_0_feed_0277.mp4,Saved
